Song Heading,Singer,Composer,Lyricist,Actor,Film (Year),Category
Phool Jaisi Muskaan Teri Tu Banega Pehchan Meri4.22 - 586 votes,"Sadhana Sargam, Kumar Sanu",Anand Milind,Sameer,Reema Lagoo,Taqdeerwala (1995),Songs for Kids
Ladki Badi Hai Kamaal Ki3.33 - 24 votes,"Kumar Sanu, Alka Yagnik",Anand Milind,Sameer,"Raveena Tandon, Venkatesh",Taqdeerwala (1995),Ched Chad Songs
Mera Dil Diwana Kabse Bekarar Tha4.00 - 7 votes,"Abhijeet, Alka Yagnik",Anand Milind,Sameer,"Venkatesh, Raveena Tandon",Taqdeerwala (1995),Romantic Songs
Dil Chura Ke Na Ja4.00 - 3 votes,"Abhijeet, Alka Yagnik",Anand Milind,Sameer,"Venkatesh, Raveena Tandon",Taqdeerwala (1995),Romantic Songs
Suswagatam Abhinandanam Shat Shat Karu Sar Jhuka Ke Naman3.80 - 5 votes,"S P Balasubramaniam, Sadhana Sargam",Anand Milind,Sameer,"Raveena Tandon, Kader Khan",Taqdeerwala (1995),Dance Songs
Aankho Ka Kajal Karta Hai Pagal3.29 - 7 votes,"Alka Yagnik, Udit Narayan",Anand Milind,Sameer,,Taqdeerwala (1995),Romantic Songs
Anarth Ho Anisth Ho3.00 - 1 votes,S P Balasubramaniam,Anand Milind,Sameer,,Taqdeerwala (1995),Religious Songs
Char Baje Baagon Mein3.88 - 17 votes,"Udit Narayan, Sadhana Sargam",Anand Milind,Sameer,"Raveena Tandon, Venkatesh",Taqdeerwala (1995),Romantic Songs
Teri Pyari Pyari Surat Ko Kisi Ki Nazar Na Lage4.53 - 414 votes,Mohammed Rafi,Shankar Jaikishan,Hasrat Jaipuri,"Rajendra Kumar, B Saroja Devi",Sasural (1961),"Filmfare Awards Winner, Romantic Songs"
"Ek Savaal Main Karu, Ek Savaal Tum Karo4.51 - 134 votes","Mohammed Rafi, Lata Mangeshkar",Shankar Jaikishan,Shailendra,"Rajendra Kumar, B Saroja Devi",Sasural (1961),
"Ye Albela Taur Na Dekha, Tumsa Koi Aur Na Dekha4.71 - 24 votes",Mohammed Rafi,Shankar Jaikishan,Shailendra,"B Saroja Devi, Rajendra Kumar",Sasural (1961),"Tareef Songs, Masti Bhare Geet, Ched Chad Songs"
"Kya Mil Gaya, Haye Kya Kho Gaya4.69 - 54 votes","Lata Mangeshkar, Mohammed Rafi",Shankar Jaikishan,Shailendra,"Rajendra Kumar, B Saroja Devi",Sasural (1961),Masti Bhare Geet
Sata Le Aayi Jahan Kabhi Na Kholenge Zuban4.52 - 31 votes,Mukesh,Shankar Jaikishan,Shailendra,Rajendra Kumar,Sasural (1961),Sad Songs
Sun Le Meri Paaylo Ke Geet Sajna4.50 - 30 votes,Lata Mangeshkar,Shankar Jaikishan,Shailendra,B Saroja Devi,Sasural (1961),Dance Songs
"Apni Ulfat Pe Zamaane Ka Na Pehra Hota, To Kitna Achha Hota4.46 - 46 votes","Lata Mangeshkar, Mukesh",Shankar Jaikishan,Hasrat Jaipuri,"Mehmood, Shobha Khote",Sasural (1961),Romantic Songs
Jaana Tumhare Pyar Me Shaitan Ban Gaya Hu4.44 - 36 votes,Mukesh,Shankar Jaikishan,Hasrat Jaipuri,"Mehmood, Shobha Khote",Sasural (1961),Masti Bhare Geet
Aankde Ka Dhandha Ek Din Tej Sau Din Manda4.26 - 19 votes,Mohammed Rafi,Kalyanji Anandji,Gulshan Bawra,"Meena Kumari, Balraj Sahni",Satta Bazaar (1959),
Ja Ja Na Chhed Maan Bhi Ja3.50 - 14 votes,"Suman Kalyanpur, Mohammed Rafi",Kalyanji Anandji,Shailendra,,Satta Bazaar (1959),
Tumhe Yaad Hoga Kabhi Hum Mile The4.43 - 830 votes,"Lata Mangeshkar, Hemant Kumar",Kalyanji Anandji,Gulshan Bawra,"Vijaya Chaudhary, Suresh",Satta Bazaar (1959),"Romantic Songs, Sad Songs"
Chaandi Ke Chand Tukadon Ke Lie4.13 - 30 votes,Hemant Kumar,Kalyanji Anandji,Gulshan Bawra,Balraj Sahni,Satta Bazaar (1959),
Zaraa Thaharo Ji Abdul Gaffaar Rumaal Meraa Le Ke Jaanaa3.76 - 25 votes,"Mohammed Rafi, Suman Kalyanpur",Kalyanji Anandji,Hasrat Jaipuri,"Balraj Sahni, Meena Kumari",Satta Bazaar (1959),
Kaisa Insaf Tera Sab Kuch Luta3.82 - 11 votes,Lata Mangeshkar,Kalyanji Anandji,Indeevar,,Satta Bazaar (1959),
Kya Raha Jane Ko4.86 - 7 votes,Lata Mangeshkar,Kalyanji Anandji,Indeevar,,Satta Bazaar (1959),
Kehti Hai Meri Aankhe1.00 - 1 votes,Lata Mangeshkar,Kalyanji Anandji,Hasrat Jaipuri,,Satta Bazaar (1959),
Ye Duniya Rang Badalti Hai1.00 - 1 votes,,Kalyanji Anandji,,,Satta Bazaar (1959),
Dilbar Mere Kab Tak Mujhe Aise Hi Tadapaaoge4.20 - 141 votes,Kishore Kumar,R D Burman,Anand Bakshi,"Amitabh Bachchan, Hema Malini",Satte Pe Satta (1982),Party Songs
Dukki Pe Dukki Ho Ya Satte Pe Satta4.48 - 42 votes,"Bhupinder Singh, Kishore Kumar, Asha Bhosle, Sapan Chakravarty, R D Burman",R D Burman,Gulshan Bawra,Amitabh Bachchan,Satte Pe Satta (1982),Funny Songs
Zindagi Milke Bitayenge Hale Dil Ga Ke Sunayenge4.40 - 30 votes,"Bhupinder Singh, Kishore Kumar, Sapan Chakravarty, R D Burman",R D Burman,Gulshan Bawra,Amitabh Bachchan,Satte Pe Satta (1982),Happy Songs
Mausam Mastana Rasta Anjana4.17 - 24 votes,"Dilraj Kaur, Asha Bhosle",R D Burman,Gulshan Bawra,,Satte Pe Satta (1982),Dance Songs
Pyar Hame Kis Mod Pe Le Aaya4.14 - 66 votes,"R D Burman, Gulshan Bawra, Kishore Kumar, Sapan Chakravarty",R D Burman,Gulshan Bawra,"Shakti Kapoor, Sachin, Ranjeeta, Hema Malini, Amitabh Bachchan",Satte Pe Satta (1982),Sad Songs
Jhukake Sar Ko Puchho Madam How Do You Do4.40 - 10 votes,"Asha Bhosle, Sapan Chakravarty",R D Burman,Gulshan Bawra,Hema Malini,Satte Pe Satta (1982),Romantic Songs
Zindagi Mil Ke Bitayenge Hale Dil Ga Ke Sunayenge4.67 - 6 votes,Kishore Kumar,R D Burman,Gulshan Bawra,,Satte Pe Satta (1982),
Pariyon Ka Mela Hai4.43 - 7 votes,R D Burman,R D Burman,Gulshan Bawra,"Sachin, Hema Malini, Amitabh Bachchan",Satte Pe Satta (1982),Dance Songs
Suni Jo Unake Aane Ki Aahat4.42 - 26 votes,Lata Mangeshkar,Laxmikant Pyarelal,Narendra Sharma,"Zeenat Aman, Shashi Kapoor",Satyam Shivam Sundaram (1978),Happy Songs
Yashomati Mayyaa Se Bole Nandalaalaa4.35 - 79 votes,"Lata Mangeshkar, Manna Dey",Laxmikant Pyarelal,Narendra Sharma,Padmini Kolhapure,Satyam Shivam Sundaram (1978),Religious Songs
Chanchal Shital Nirmal Komal Sangit Ki Devi4.28 - 25 votes,Mukesh,Laxmikant Pyarelal,Anand Bakshi,"Zeenat Aman, Shashi Kapoor",Satyam Shivam Sundaram (1978),"Filmfare Awards Nominee, Romantic Songs"
Bhor Bhaye Panghat Pe3.96 - 27 votes,Lata Mangeshkar,Laxmikant Pyarelal,Anand Bakshi,"Shashi Kapoor, Zeenat Aman",Satyam Shivam Sundaram (1978),
"Main Kaise Use Pasand Karun, Wo Aurat Hai Tu Mahabubaa3.73 - 22 votes","Lata Mangeshkar, Nitin Mukesh",Laxmikant Pyarelal,Anand Bakshi,"Shashi Kapoor, Zeenat Aman",Satyam Shivam Sundaram (1978),
"Rangamahal Ke Das Darawaaze, Sayyaan Nikas Gaye4.40 - 15 votes","Bhupinder Singh, Lata Mangeshkar",Laxmikant Pyarelal,Vitthalbhai Patel,"Shashi Kapoor, Zeenat Aman",Satyam Shivam Sundaram (1978),
Satyam Shivam Sundaram4.29 - 203 votes,Lata Mangeshkar,Laxmikant Pyarelal,Narendra Sharma,"Zeenat Aman, Shashi Kapoor",Satyam Shivam Sundaram (1978),"Filmfare Awards Nominee, Religious Songs, Dance Songs"
Yashomati Maiya Se Bole Nandlala (Female)4.44 - 9 votes,Lata Mangeshkar,Laxmikant Pyarelal,Narendra Sharma,"Zeenat Aman, Shashi Kapoor",Satyam Shivam Sundaram (1978),Religious Songs
Shree Radha Mohan Shyam Shobhan4.33 - 6 votes,Manna Dey,Laxmikant Pyarelal,Narendra Sharma,Zeenat Aman,Satyam Shivam Sundaram (1978),Religious Songs
Jalte Rawaa4.00 - 2 votes,Abhishek,Bapi Tutul,Prashant Pandey,"Amitabh Bachchan, Abhishek Bachchan",Sarkar Raj (2008),Rock Songs
Chaah Bhanwar Trishna3.50 - 2 votes,Sunayana Sarkar Dasgupta,Bapi Tutul,Sandeep Nath,"Aishwarya Rai, Amitabh Bachchan",Sarkar Raj (2008),Sad Songs
Jalwa Re Jalwa3.00 - 1 votes,"Kailash Kher, Sunayana Sarkar Dasgupta",Bapi Tutul,Prashant Pandey,"Abhishek Bachchan, Amitabh Bachchan",Sarkar Raj (2008),
"Jalwa Re Jalwa, Jalwa Re Tera Jalwa3.00 - 1 votes","Kailash Kher, Sunayana Sarkar Dasgupta",Bapi Tutul,Prashant Pandey,Amitabh Bachchan,Sarkar Raj (2008),Rock Songs
Saher Saher Ke Hajharo Sawal3.00 - 1 votes,"Tutul, Bapi, Arun Ingle",Bapi Tutul,Sandeep Nath,Abhishek Bachchan,Sarkar Raj (2008),
The Govinda (Trance)4.00 - 2 votes,"Bapi, Tutul, Jankee Parekh",Bapi Tutul,Sandeep Nath,,Sarkar Raj (2008),
Jhini Jhini Si Yeh Subah3.00 - 1 votes,"Roop Kumar Rathod, Shweta Pandit",Bapi Tutul,Prashant Pandey,Aishwarya Rai,Sarkar Raj (2008),Romantic Songs
Jhini Si Ye Subah3.00 - 1 votes,Pamela Jain,Bapi Tutul,Prashant Pandey,,Sarkar Raj (2008),
Saam Dham Dandh Bhedh3.00 - 1 votes,Kailash Kher,Bapi Tutul,Sandeep Nath,,Sarkar Raj (2008),
The Govinda (Chant)3.00 - 1 votes,"Tutul, Bapi, Kailash Kher",Bapi Tutul,Prashant Pandey,,Sarkar Raj (2008),Instrumental Songs
The Govinda (Theme)3.00 - 1 votes,"Tutul, Bapi",Bapi Tutul,Prashant Pandey,,Sarkar Raj (2008),Instrumental Songs
Ab Aur Chahiye3.00 - 1 votes,"Krishna Beura, Farhad Wadia, Prasanna Shekhar",Bapi Tutul,Sandeep Nath,,Sarkar (2005),
Deen Bandhu3.00 - 1 votes,Rita Ganguly,Bapi Tutul,Sandeep Nath,,Sarkar (2005),
Shaher Shaher Ke Hazaron Sawal4.50 - 4 votes,Kailash Kher,Bapi Tutul,Sandeep Nath,Abhishek Bachchan,Sarkar (2005),
Govinda Govinda4.00 - 3 votes,"Tutul, Bappi Lahiri, Amitabh Bachchan, Kailash Kher",Bapi Tutul,Sandeep Nath,"Abhishek Bachchan, Amitabh Bachchan",Sarkar (2005),
"Sam Dam, Dand Bhed3.50 - 4 votes",Kailash Kher,Bapi Tutul,Sandeep Nath,,Sarkar (2005),
Deen Bandhu Theme3.00 - 1 votes,,Bapi Tutul,,,Sarkar (2005),Instrumental Songs
Govindaa Trance3.00 - 1 votes,"Tutul, Bapi, Kailash Kher, Amitabh Bachchan",Bapi Tutul,Sandeep Nath,,Sarkar (2005),Instrumental Songs
Jitni Oonchaiyya Utni Tanhaiyya3.00 - 1 votes,"Farhad Wadia, Krishna Beura",Bapi Tutul,Sandeep Nath,,Sarkar (2005),
Mujhe Jo Sahi Lagta Hai (Govinda Beat)3.00 - 1 votes,"Kailash Kher, Amitabh Bachchan",Bapi Tutul,Sandeep Nath,,Sarkar (2005),
The Govindaa Omen3.00 - 1 votes,Kailash Kher,Bapi Tutul,Sandeep Nath,,Sarkar (2005),Instrumental Songs
Achha Aadmi Hain1.00 - 1 votes,,Bapi Tutul,,,Sarkar (2005),
Ooh Lala Ooh Lala Tu Hai Meri Fantasy4.17 - 196 votes,"Shreya Ghoshal, Bappi Lahiri",Vishal Shekhar,Rajat Arora,"Vidya Balan, Naseruddin Shah, Emraan Hashmi",The Dirty Picture (2011),"Dance Songs, Ched Chad Songs"
Ishq Sufiyana4.43 - 42 votes,Sunidhi Chauhan,Vishal Shekhar,Rajat Arora,,The Dirty Picture (2011),Romantic Songs
Honeymoon Ki Raat Hoti Hai4.15 - 26 votes,Sunidhi Chauhan,Vishal Shekhar,Rajat Arora,"Vidya Balan, Imran Hasnee",The Dirty Picture (2011),Ched Chad Songs
Tere Waste Mera Ishq Sufiyana Mera Ishq Sufiyana4.12 - 69 votes,Kamal Khan,Vishal Shekhar,Rajat Arora,,The Dirty Picture (2011),Romantic Songs
Ooh La La (Remix)4.06 - 47 votes,"Shreya Ghoshal, Bappi Lahiri",Vishal Shekhar,Rajat Arora,"Emraan Hashmi, Naseruddin Shah, Vidya Balan",The Dirty Picture (2011),Remix Songs
Twinkle Twinkle Main Litle Little Star Ban Gayi4.29 - 21 votes,"Shreya Ghoshal, Rana Mazumder",Vishal Shekhar,Rajat Arora,,The Dirty Picture (2011),Funny Songs
Mai To Superman4.13 - 193 votes,Wajid,Sajid Wajid,Kausar Munir,"Arjun Kapoor, Sonakshi Sinha",Tevar (2015),Masti Bhare Geet
Tevariffic (Mashup)4.20 - 5 votes,"Shabab Sabri, Danish Sabri, Mika Singh, Mamta Sharma, Shafqat Amanat Ali, Imraan Khan, Sajid, Ritu Pathak","Sajid Wajid, Shafqat Amanat Ali","Kausar Munir, Danish Sabri, Sajid, Imraan Khan","Arjun Kapoor, Sonakshi Sinha",Tevar (2015),Rock Songs
Radha Nachegi3.97 - 138 votes,"Ritu Pathak, Shabab Sabri, Danish Sabri",Sajid Wajid,Kausar Munir,"Arjun Kapoor, Sonakshi Sinha, Manoj Bajpayee",Tevar (2015),
Lets Celebrate4.33 - 60 votes,Imran Khan,Imran Khan,Imran Khan,"Sonakshi Sinha, Arjun Kapoor",Tevar (2015),"Pop Songs, Happy Songs, Dance Songs"
Joganiyan4.27 - 77 votes,Shruti Haasan,Sajid Wajid,Kausar Munir,"Sonakshi Sinha, Arjun Kapoor",Tevar (2015),"Rain Songs, Classical Songs"
Madamiyan4.02 - 90 votes,"Mika Singh, Mamta Sharma",Sajid Wajid,Kausar Munir,"Arjun Kapoor, Sonakshi Sinha",Tevar (2015),"Happy Songs, Folk Songs, Dance Songs"
Main Nai Jaana Pardes3.95 - 60 votes,Shafqat Amanat Ali,"Sajid Wajid, Shafqat Amanat Ali",Kausar Munir,"Sonakshi Sinha, Arjun Kapoor, Manoj Bajpayee",Tevar (2015),Sad Songs
Mai To Superman (Remix)3.25 - 28 votes,Sajid,Sajid Wajid,"Kausar Munir, Danish Sabri, Sajid",Arjun Kapoor,Tevar (2015),Remix Songs
"Mukhtasar Mulakat Hai, Ankahi Koi Baat Hai4.25 - 225 votes",Wajid,Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Romantic Songs
"Jabse Mere Dil Ko Uff, Tujhpe Marna Aa Gaya4.03 - 306 votes","Sonu Nigam, Sunidhi Chauhan",Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Dance Songs
Thats All I Really Wanna Do4.18 - 99 votes,"Shaan, Shreya Ghoshal",Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Masti Bhare Geet
"Humse Pyar Karle Tu, Humse Pyar Karle Tu4.06 - 86 votes","Shreya Ghoshal, Wajid, Mika Singh, Shabir Bro",Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Ched Chad Songs
"Allah Jaane, Jaane, Maula Jaane4.00 - 52 votes",Rahat Fateh Ali Khan,Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Masti Bhare Geet
Mukhtasar (Remix)3.50 - 2 votes,Wajid Ali,Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Remix Songs
Humse Pyar Kar Le Tu (Remix)3.00 - 1 votes,"Mika Singh, Shreya Ghoshal",Sajid Wajid,Prasoon Joshi,"Priyanka Chopra, Shahid Kapoor",Teri Meri Kahaani (2012),Remix Songs
Tere Meree Sapne Khile4.00 - 2 votes,"Hema Sardesai, Udit Narayan, Vinod Rathod",Viju Shah,Anand Bakshi,"Chandrachur Singh, Arshad Warsi",Tere Mere Sapne (1996),Friendship Songs
Ramaa O Rama Basti Me Hangama Ho Gaya3.00 - 1 votes,"Rakesh Pandit, Udit Narayan",Viju Shah,Anand Bakshi,"Chandrachur Singh, Arshad Warsi, Priya Gill",Tere Mere Sapne (1996),Dance Songs
Aankh Mare O Ladka Aankh Mare3.84 - 56 votes,"Kumar Sanu, Kavita Krishnamurthy",Viju Shah,Anand Bakshi,"Arshad Warsi, Simran",Tere Mere Sapne (1996),"Ched Chad Songs, Romantic Songs"
"Kuchh Mere Dil Ne Kaha, Kuchh Tere Dil Ne Kaha4.38 - 16 votes","Sadhana Sargam, Hariharan",Viju Shah,Anand Bakshi,"Chandrachur Singh, Priya Gill",Tere Mere Sapne (1996),Romantic Songs
Mere Piya Maine Jise Ye Dil Diya4.60 - 5 votes,"Sadhana Sargam, Udit Narayan",Viju Shah,Anand Bakshi,"Chandrachur Singh, Priya Gill",Tere Mere Sapne (1996),Sad Songs
Mera Dil Gaya Meri Jaan Gayi4.56 - 9 votes,"Alka Yagnik, Udit Narayan",Viju Shah,Anand Bakshi,"Simran, Priya Gill, Chandrachur Singh, Arshad Warsi",Tere Mere Sapne (1996),Romantic Songs
Thoda Thoda Sawaab Hai4.00 - 4 votes,Sunidhi Chauhan,Salim Sulaiman,Irfan Siddique,,Teen Patti (2010),Rock Songs
Life Is A Game4.00 - 2 votes,Sonia Saigal,Salim Sulaiman,Asif Ali Beg,Amitabh Bachchan,Teen Patti (2010),
Intezar Mein Chupa Kahi Khwabo Ka Pata3.00 - 1 votes,Naresh Kamat,Salim Sulaiman,Irfan Siddique,,Teen Patti (2010),Philosophical Songs
Summertime And The Living Is Easy3.00 - 1 votes,Joe Alvares,Salim Sulaiman,Irfan Siddique,,Teen Patti (2010),Philosophical Songs
Teen Patti Ke Gulam Paisa3.00 - 1 votes,Salim Merchant,Salim Sulaiman,Irfan Siddique,,Teen Patti (2010),Rock Songs
Intezar Me Chupa Kahi (Remix)3.00 - 1 votes,Naresh Kamath,Salim Sulaiman,Irfan Siddiqui,,Teen Patti (2010),Remix Songs
Life Is A Game3.00 - 1 votes,"Anushka Manchanda, Sonia Saigal",Salim Sulaiman,"Irfan Siddique, Asif Ali Beg",,Teen Patti (2010),Philosophical Songs
Teen Patti Ke Gulam (Remix)3.00 - 1 votes,Salim Merchant,Salim Sulaiman,Irfan Siddiqui,,Teen Patti (2010),Remix Songs
"Thoda Thoda Sawaab Hai, Neeyat Kharaba Hai (Remix)3.00 - 1 votes","Abhijit Vaghani, Sunidhi Chauhan",Salim Sulaiman,"Irfan Siddiqui, Ajinkya Iyer",Amitabh Bachchan,Teen Patti (2010),Remix Songs
Hak Hai3.00 - 1 votes,Clinton Cerejo,Clinton Cerejo,Amitabh Bhattacharya,"Amitabh Bachchan, Vidya Balan, Nawazuddin Siddiqui",TE3N (2016),Sad Songs
Rootha Main Khud Mujhse3.00 - 1 votes,"Bianca Gomes, Benny Dayal, Divya Kumar",Clinton Cerejo,Amitabh Bhattacharya,Amitabh Bachchan,TE3N (2016),Pop Songs
Kyun Re (Version 1)4.00 - 2 votes,Clinton Cerejo,Clinton Cerejo,Amitabh Bhattacharya,Amitabh Bachchan,TE3N (2016),
Grahan3.00 - 1 votes,Vishal Dadlani,Clinton Cerejo,Amitabh Bhattacharya,"Amitabh Bachchan, Vidya Balan, Nawazuddin Siddiqui",TE3N (2016),Remix Songs
Kyun Re (Version 2)3.00 - 1 votes,Amitabh Bachchan,Clinton Cerejo,Amitabh Bhattacharya,Amitabh Bachchan,TE3N (2016),
Banno Tera Swagger Laage Sexy4.04 - 169 votes,"Brijesh Shandilya, Swati Sharrma",Tanishk - Vayu,Vayu,"Kangana Ranaut, R. Madhavan",Tanu Weds Manu Returns (2015),Dance Songs
Mat Jaa Re4.03 - 40 votes,Ankit Tiwari,Krsna Solo,Raj Shekhar,"R. Madhavan, Kangana Ranaut",Tanu Weds Manu Returns (2015),Sad Songs
Ho Gaya Hai Pyar Tumse3.50 - 10 votes,Dev Negi,Krsna Solo,Raj Shekhar,"Kangana Ranaut, R. Madhavan",Tanu Weds Manu Returns (2015),Romantic Songs
Old School Girl4.57 - 7 votes,Anmol Malik,Krsna Solo,Raj Shekhar,"Kangana Ranaut, R. Madhavan",Tanu Weds Manu Returns (2015),Pop Songs
O Sathi Mere3.00 - 2 votes,Sonu Nigam,Krsna Solo,Raj Shekhar,"Kangana Ranaut, R. Madhavan",Tanu Weds Manu Returns (2015),Romantic Songs
Tanu Weds Manu Returns (Mashup)3.00 - 2 votes,"Sonu Nigam, Dev Negi, Sunidhi Chauhan, Kalpana Gandharv, Anmol Malik, Jyoti Nooran, Ankit Tiwari, Brijesh Shandilya, Swati Sharrma","Tanishk - Vayu, Krsna Solo","Vayu, Raj Shekhar","Jimmy Shergill, R. Madhavan, Kangana Ranaut",Tanu Weds Manu Returns (2015),Remix Songs
Main Ghani Bawri Ho Gai4.33 - 33 votes,Jyoti Nooran,Krsna Solo,Raj Shekhar,"Kangana Ranaut, R. Madhavan",Tanu Weds Manu Returns (2015),Masti Bhare Geet
Main Ghani Bawri Ho Gai (Remix)4.19 - 37 votes,Jyoti Nooran,Krsna Solo,Raj Shekhar,"R. Madhavan, Kangana Ranaut",Tanu Weds Manu Returns (2015),Remix Songs
Mari Gali4.00 - 25 votes,"Dilbagh Singh, NS Chauhan",RDB,"NS Chauhan, RDB",Kangana Ranaut,Tanu Weds Manu Returns (2015),"Dance Songs, Rock Songs"
Move On3.87 - 23 votes,Sunidhi Chauhan,Krsna Solo,Raj Shekhar,"R. Madhavan, Kangana Ranaut",Tanu Weds Manu Returns (2015),Rock Songs
Old School Girl (Haryanvi)4.18 - 17 votes,Kalpana Gandharv,Krsna Solo,Raj Shekhar,,Tanu Weds Manu Returns (2015),Pop Songs
Kya Bataau Dilruba Jo Iraada Tha Mera3.00 - 1 votes,"Udit Narayan, Alka Yagnik",Anu Malik,Javed Akhtar,,Tango Charlie (2005),
Odhanee Odhalee Piya Tere Naam Kee4.13 - 15 votes,"Mahalakshmi Iyer, Udit Narayan",Anand Raj Anand,Anand Raj Anand,Ajay Devgan,Tango Charlie (2005),Romantic Songs
Ae Aasman Teree Jamin Par3.00 - 1 votes,Sonu Nigam,Anand Raj Anand,Anand Raj Anand,,Tango Charlie (2005),Romantic Songs
Ek Divaanee Ladakee Ne Ishaara Kar Diya3.00 - 1 votes,"Shaan, Shreya Ghoshal",Anand Raj Anand,Anand Raj Anand,Bobby Deol,Tango Charlie (2005),Romantic Songs
Kya Bataau Dilruba Jo Iraada Tha Mera (Instrumental)3.00 - 1 votes,,Anu Malik,,,Tango Charlie (2005),Instrumental Songs
Odhanee Odhalee Piya Tere Naam Kee (Instrumental)3.00 - 1 votes,,Anand Raj Anand,,,Tango Charlie (2005),Instrumental Songs
Akkad Te Bakkad Te Bambay Bo3.00 - 1 votes,"Kailash Kher, Udit Narayan, Kunal Ganjawala, Vijay Prakash",Anu Malik,Javed Akhtar,"Ajay Devgan, Bobby Deol",Tango Charlie (2005),Funny Songs
Dhire Dhire Se Palake Uthaana1.00 - 1 votes,"Shreya Ghoshal, Sonu Nigam",Anand Raj Anand,Anand Raj Anand,,Tango Charlie (2005),
Chhammak Chhoriya Se Nayanwa Lada Wat Wat Wat (Vegenance Mix)3.38 - 8 votes,"Shashwat Singh, Arijit Singh",A R Rahman,Irshad Kamil,,Tamasha (2015),Remix Songs
Agar Tum Saath Ho4.24 - 132 votes,"Alka Yagnik, Arijit Singh",A R Rahman,Irshad Kamil,"Ranbir Kapoor, Deepika Padukone",Tamasha (2015),Romantic Songs
Heer To Badi Sad Hai4.43 - 21 votes,Mika Singh,A R Rahman,Irshad Kamil,"Deepika Padukone, Ranbir Kapoor",Tamasha (2015),
Matargashti4.26 - 65 votes,Mohit Chauhan,A R Rahman,Irshad Kamil,,Tamasha (2015),
Safarnama Khayalon Ka4.00 - 11 votes,Lucky Ali,A R Rahman,Irshad Kamil,,Tamasha (2015),
Tu Koi Aur Hai3.82 - 11 votes,"Arjun Chandy, Alma Ferovic, A.R. Rahman",A R Rahman,Irshad Kamil,,Tamasha (2015),
Chali Kahani4.38 - 8 votes,"Haricharan, Haripriya, Sukhwinder Singh",A R Rahman,Irshad Kamil,,Tamasha (2015),
Parade De La Bastille (Instrumental)4.00 - 5 votes,,A R Rahman,,,Tamasha (2015),Instrumental Songs
Chhammak Chhoriyan Se Nayanwa Lada Wat Wat Wat2.25 - 4 votes,"Arijit Singh, Sashwat Singh",A R Rahman,Irshad Kamil,"Deepika Padukone, Ranbir Kapoor",Tamasha (2015),
Khamakha (Mohit Version)4.32 - 147 votes,Mohit Chauhan,Krsna,Krsna,,Tamanchey (2014),
Oye Dildara Oye Dildara4.32 - 25 votes,Sonu Nigam,Arko Pravo Mukherjee,Arko Pravo Mukherjee,,Tamanchey (2014),
Pyar Me Dil Pe Maar De Goli4.26 - 34 votes,Bappi Lahiri,Krsna,Puneet Sharma,,Tamanchey (2014),
Pyar Me Dil Pe Maar De Goli (Remix)4.07 - 42 votes,Bappi Lahiri,Krsna,Puneet Sharma,,Tamanchey (2014),Remix Songs
In Da Club3.27 - 22 votes,Ikka Singh,"Ikka Singh, Intense",Ikka Singh,,Tamanchey (2014),Masti Bhare Geet
Dildaara (Reprise Ii)3.00 - 1 votes,Asees Kaur,Arko Pravo Mukherjee,Arko Pravo Mukherjee,,Tamanchey (2014),Remix Songs
Dildara (Reprise)3.00 - 1 votes,Arko Pravo Mukherjee,Arko Pravo Mukherjee,Arko Pravo Mukherjee,,Tamanchey (2014),Remix Songs
Khamakha (Krsna Version)3.00 - 1 votes,Krsna,Krsna,Krsna,,Tamanchey (2014),
Khamakha (Reprise)3.00 - 1 votes,Krsna,Krsna,Krsna,,Tamanchey (2014),Remix Songs
Pyar Mein Dil Pe Maar De Goli (Munna & Babu Love Mix)3.00 - 1 votes,Bappi Lahiri,Krsna,Puneet Sharma,,Tamanchey (2014),
Tamanchey - Mashup3.00 - 1 votes,"Krsna, Mohit Chauhan, Sonu Nigam, Bappi Lahiri, Ikka Singh","Krsna, Intense, Arko Pravo Mukherjee","Puneet Sharma, Ikka Singh, Arko Pravo Mukherjee",,Tamanchey (2014),Masti Bhare Geet
Mai Hu Gumsum Tu Bhi Khamosh Hai (Remix)4.00 - 2 votes,Vishal Dadlani,Ram Sampath,Javed Akhtar,,Talaash (2012),Remix Songs
Lakh Duniya Kahe Tum Nahi Ho4.37 - 131 votes,Ram Sampath,Ram Sampath,Javed Akhtar,"Kareena Kapoor, Rani Mukherjee, Aamir Khan",Talaash (2012),Sad Songs
Mai Hu Gumsum Tu Bhi Khamosh Hai (Jee Le Zara)4.32 - 369 votes,Vishal Dadlani,Ram Sampath,Javed Akhtar,"Aamir Khan, Rani Mukherjee",Talaash (2012),
